creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,objective,format,language,asset_file,overall_ctr,overall_cvr,overall_ipm,overall_roas,total_impressions,total_clicks,total_conversions,total_spend_usd,total_revenue_usd,overall_ctr_pct_contextual,overall_cvr_pct_contextual,overall_ipm_pct_contextual,overall_roas_pct_contextual,overall_ctr_pct_global,overall_cvr_pct_global,overall_ipm_pct_global,overall_roas_pct_global,performance_score_contextual,performance_score_global,performance_score_final,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,readability_score_pct_contextual,brand_visibility_score_pct_contextual,clutter_score_pct_contextual,novelty_score_pct_contextual,motion_score_pct_contextual,readability_score_pct_global,brand_visibility_score_pct_global,clutter_score_pct_global,novelty_score_pct_global,motion_score_pct_global,creative_quality_score_contextual,creative_quality_score_global,creative_quality_score_final,total_impressions_confidence_score,total_clicks_confidence_score,total_conversions_confidence_score,total_days_active_confidence_score,confidence_score_final,ctr_decay_pct,cvr_decay_pct,ctr_decay_health_score,cvr_decay_health_score,health_score_final,creative_status,fatigue_day,total_days_active,first_7d_ctr,last_7d_ctr,first_7d_cvr,last_7d_cvr,peak_rolling_ctr_5,width,height,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score,primary_theme,target_age_segment,target_os,countries,start_date,end_date,daily_budget_usd,kpi_goal,hq_region,overall_ctr_context_level,overall_cvr_context_level,overall_ipm_context_level,overall_roas_context_level,brand_visibility_score_context_level,readability_score_context_level,clutter_score_context_level,novelty_score_context_level,motion_score_context_level
500651,20108,1000,PixelForge,PixelForge Battle,gaming,install,banner,en,assets/creative_500651.png,0.0037836489581967,0.1580619173667856,0.5980508089754127,1.0797659852845338,11482302,43445,6867,36182.34,39068.46,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.2111111111111111,0.17314814814814813,0.8361111111111111,0.7759259259259259,0.040740740740740744,0.049444444444444444,0.5233796296296296,0.1442314814814815,0.445,0.64,0.156,0.559,0.709,0.011111111111111112,0.7222222222222222,0.027777777777777776,0.26666666666666666,0.1,0.001851851851851852,0.5782407407407407,0.12407407407407407,0.43472222222222223,0.7402777777777778,0.5302777777777777,0.5023148148148148,0.5246851851851851,1.0,1.0,1.0,0.894785866322238,0.9947392933161119,-0.7687969245386194,-0.1231834417892289,0.23120307546138064,0.8768165582107711,0.5217291426986064,stable,,38,0.0079799822998178,0.0018449964498452,0.1661817708107169,0.1457109283196239,0.0089179177365186,320,480,2026-01-16,fantasy,watch now,Book now,Level up today,Free rewards for new players,purple,urgent,0,0.449,42,0,2,0,0,1,1,613792,2885846,23029,3827,1844990,3404,496,0.3299382716049382,gameplay,25-34,Both,US|FR|BR|UK,2026-01-02,2026-02-22,5438,CPA,LATAM,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective,vertical+objective
500652,20108,1000,PixelForge,PixelForge Battle,gaming,install,rewarded_video,en,assets/creative_500652.png,0.0075993403489369,0.1879744174209396,1.4284815748748692,1.497320712478958,5946174,45187,8494,31769.64,47569.34,0.4909090909090909,0.14545454545454545,0.32727272727272727,0.5454545454545454,0.8962962962962963,0.9055555555555556,0.9277777777777778,0.16111111111111112,0.35818181818181816,0.7625925925925926,0.43906397306397305,0.709,0.511,0.668,0.554,1.0,0.4636363636363636,0.38181818181818183,0.9818181818181818,0.2545454545454545,0.8636363636363636,0.17083333333333334,0.2773148148148148,0.9824074074074074,0.42592592592592593,0.9736111111111111,0.32272727272727275,0.23543981481481482,0.3052697811447812,0.9671876852054316,1.0,1.0,0.8683558521903784,0.9786522509519632,-0.8580510412136293,-0.0551089092304662,0.1419489587863707,0.9448910907695338,0.503272918178794,fatigued,10.0,34,0.0151423345023939,0.0021494386162097,0.1926883553535066,0.1820695102685624,0.0160305099687617,360,640,2026-01-20,reward,watch now,Shop now,Join the arena,No ads in first week,blue,trustworthy,30,0.399,64,0,1,0,0,1,0,226685,1394567,21117,4069,1177982,2532,461,0.6617283950617284,gameplay,25-34,Both,US|FR|BR|UK,2026-01-02,2026-02-22,5438,CPA,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500653,20108,1000,PixelForge,PixelForge Battle,gaming,install,interstitial,en,assets/creative_500653.png,0.0046865197282423,0.1631694016535571,0.7646966198949021,1.0074700879327156,8490949,39793,6493,37205.72,37483.65,0.047619047619047616,0.09523809523809523,0.06349206349206349,0.2222222222222222,0.38796296296296295,0.8444444444444444,0.8324074074074074,0.02962962962962963,0.1,0.5859722222222221,0.19719444444444445,0.649,0.528,0.489,0.477,0.941,0.2698412698412698,0.38095238095238093,0.5714285714285714,0.15873015873015872,0.5714285714285714,0.07361111111111111,0.30925925925925923,0.8398148148148148,0.2962962962962963,0.9194444444444444,0.35238095238095235,0.24229166666666666,0.3303630952380952,0.9892775392183565,0.9922757177078639,1.0,0.8884416307532699,0.9876659036128899,-0.8301681230251021,-0.0843839989793859,0.16983187697489788,0.9156160010206141,0.5054347327954702,stable,,37,0.0107955168832198,0.0018334228951914,0.1653832378223495,0.1514275388507408,0.012016483736965,360,640,2026-01-17,fantasy,limited offer,Start now,Join the arena,Play with friends tonight,lime,adventurous,12,0.05,32,0,2,0,0,0,1,457537,2069007,22336,3694,1509199,2767,419,0.4166666666666667,gameplay,25-34,Both,US|FR|BR|UK,2026-01-02,2026-02-22,5438,CPA,LATAM,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500654,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,banner,en,assets/creative_500654.png,0.0052687518046826,0.0502565298507462,0.264789182348207,2.342410628483567,3255420,17152,862,14152.16,33150.17,0.92,0.24,0.78,0.8,0.5425925925925926,0.05,0.1287037037037037,0.5083333333333333,0.677,0.2677314814814815,0.5951462962962963,0.914,0.54,0.176,0.491,0.392,0.81,0.12,0.12,0.42,0.38,0.8134259259259259,0.34305555555555556,0.15462962962962962,0.3189814814814815,0.2884259259259259,0.5255000000000001,0.581087962962963,0.5366175925925927,0.9298335452305061,0.9134346660765731,0.7755733746336255,0.8752362884943047,0.8844389199559927,-0.6975824991133308,0.086704406364749,0.3024175008866692,1.0,0.616329625487668,stable,,35,0.0081879487394084,0.00247617899516,0.0466160755768933,0.0506578947368421,0.0082769121416961,320,480,2026-01-12,testimonial,free shipping,Book now,Up to 40% off,Shop bestsellers now,purple,excited,0,0.51,47,0,3,1,0,0,0,136558,788598,6457,301,613849,1520,77,0.3932098765432099,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500655,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,interstitial,it,assets/creative_500655.png,0.0075605475835961,0.0610140049940288,0.4612992880231273,2.904057936682516,2436596,18422,1124,14774.75,42906.73,0.9019607843137255,0.5686274509803921,0.8823529411764706,0.8431372549019608,0.8907407407407407,0.22685185185185186,0.6083333333333333,0.6166666666666667,0.8,0.5711111111111111,0.7542222222222223,0.945,0.522,0.446,0.591,0.477,0.9019607843137255,0.2549019607843137,0.6666666666666666,0.37254901960784315,0.49019607843137253,0.8865740740740741,0.2912037037037037,0.7513888888888889,0.47685185185185186,0.4263888888888889,0.4598039215686275,0.45472222222222225,0.45878758169934647,0.9118691775286993,0.92012637820802,0.8059890862151831,0.861275955412585,0.8849337937643448,-0.7418030424448283,-0.0573042291950885,0.2581969575551717,0.9426957708049115,0.5662214235175547,stable,,33,0.0122207286475664,0.0031553549559089,0.0643997939206594,0.0607094133697135,0.0125579410385231,360,640,2026-01-14,discount,new collection,Claim reward,Flash sale live,Shop bestsellers now,black,premium,8,0.62,49,1,2,1,1,0,0,118259,635314,7764,500,464607,1466,89,0.7052469135802469,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500656,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,banner,en,assets/creative_500656.png,0.0045917309437067,0.0570903146710257,0.2621433644609032,2.370332096992046,5329145,24470,1397,23321.5,55279.7,0.76,0.76,0.76,0.82,0.37222222222222223,0.16203703703703703,0.12129629629629629,0.5185185185185185,0.772,0.2611111111111111,0.6698222222222223,0.99,0.821,0.2,0.555,0.686,0.97,0.8,0.14,0.58,0.94,0.9699074074074074,0.8787037037037037,0.18796296296296297,0.42824074074074076,0.7152777777777778,0.8424999999999999,0.8316203703703704,0.8403240740740741,0.9603944697853688,0.9467228736288248,0.8309137062522907,0.9128859482834645,0.922230953787868,-0.763895833936859,-0.0367007672634271,0.236104166063141,0.9632992327365729,0.5633419460661854,stable,,41,0.0075854075809769,0.0017909463311555,0.0584096641444311,0.0562659846547314,0.0083376320626739,320,480,2026-01-06,testimonial,new collection,Book now,Up to 40% off,Shop bestsellers now,orange,adventurous,0,0.372,40,1,3,1,0,0,1,426240,1986182,15066,880,654961,1173,66,0.3373456790123457,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500657,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,interstitial,it,assets/creative_500657.png,0.0072578130260794,0.0585956852677566,0.4252765278083777,2.7132994478292662,3059186,22203,1301,18774.99,50942.17,0.8627450980392157,0.3137254901960784,0.8235294117647058,0.7843137254901961,0.8666666666666667,0.18981481481481483,0.5370370370370371,0.5962962962962963,0.696078431372549,0.5280092592592593,0.6624645969498911,0.727,0.571,0.322,0.468,0.351,0.10784313725490197,0.3627450980392157,0.37254901960784315,0.19607843137254902,0.29411764705882354,0.22870370370370371,0.4217592592592593,0.46574074074074073,0.27361111111111114,0.2361111111111111,0.34509803921568627,0.37752314814814814,0.3515830610021786,0.9259784744355646,0.937615039579253,0.8227522035127476,0.8884416307532699,0.9012042058066676,-0.658381608703963,-0.0303211741586832,0.341618391296037,0.9696788258413168,0.624245586841413,stable,,37,0.0106903529723991,0.0036520211848178,0.0611769921312202,0.059322033898305,0.0109510743603929,360,640,2026-01-10,testimonial,free shipping,Book now,Flash sale live,Only this weekend,blue,trustworthy,12,0.327,52,0,0,1,0,0,1,208019,844032,9023,552,516974,1888,112,0.6666666666666666,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500658,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,rewarded_video,en,assets/creative_500658.png,0.0078200862958174,0.0737162814891877,0.5764676826522163,2.945526376622366,3441650,26914,1984,25825.71,76070.31,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.9,0.35,0.7537037037037037,0.625,0.8764705882352941,0.6562962962962963,0.8324357298474946,0.786,0.589,0.381,0.762,0.386,0.11764705882352941,0.23529411764705882,0.5882352941176471,1.0,0.4117647058823529,0.38472222222222224,0.46620370370370373,0.5902777777777778,0.7578703703703704,0.2800925925925926,0.3352941176470588,0.45157407407407407,0.35855010893246186,0.9332829272018884,0.9556413413377329,0.8711327805944331,0.9242479660442865,0.9228832460261057,-0.775416347787136,0.0183695468845099,0.22458365221286403,1.0,0.5735210087170752,stable,,43,0.0112666567580144,0.0025303069229436,0.0741978224552105,0.0755608028335301,0.0118775578831522,360,640,2026-01-04,discount,security,Watch now,New collection drop,Shop bestsellers now,pink,urgent,30,0.641,57,1,2,1,1,0,1,387494,1540741,17359,1288,334742,847,64,0.7595679012345679,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500659,20109,1001,VantaStyle,VantaStyle Outlet,ecommerce,purchase,interstitial,es,assets/creative_500659.png,0.0087147998498999,0.0542667987280404,0.472924289409676,2.913096668892351,2201198,19183,1041,13479.0,39265.630000000005,0.9803921568627451,0.1568627450980392,0.9019607843137255,0.8627450980392157,0.9444444444444444,0.11574074074074074,0.625,0.6185185185185185,0.723529411764706,0.5602777777777778,0.6908790849673204,0.781,0.624,0.229,0.635,0.638,0.29411764705882354,0.49019607843137253,0.1568627450980392,0.49019607843137253,0.8137254901960784,0.362962962962963,0.5356481481481481,0.2439814814814815,0.5652777777777778,0.6574074074074074,0.5455882352941176,0.5566203703703703,0.5477946623093681,0.9055693432675096,0.923918491606295,0.7971966092257659,0.8307061924012187,0.8793202892984555,-0.5279220448692965,-0.0558660528716815,0.4720779551307035,0.9441339471283186,0.6845031515296303,stable,,29,0.0116102807708647,0.0054809576048031,0.0572418572418572,0.0540439806187104,0.0121805200028829,360,640,2026-01-18,ugc,free shipping,Order now,New collection drop,Shop bestsellers now,red,calm,8,0.688,69,4,1,0,0,0,1,99728,621432,7215,413,489513,2683,145,0.729320987654321,discount,18-24,Android,IT|MX|DE|US,2026-01-01,2026-02-15,2539,CPA,North America,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500660,20110,1002,EarnPath,EarnPath Invest,fintech,signup,interstitial,de,assets/creative_500660.png,0.0057043630220128,0.0992313551693096,0.5660516730520297,9.2027785278215,2531571,14441,1433,15184.3,139737.75,0.94,0.46,0.92,0.94,0.6407407407407407,0.6833333333333333,0.7453703703703703,0.950925925925926,0.813,0.7500462962962964,0.8004092592592593,0.952,0.899,0.331,0.376,0.174,0.75,0.9,0.8,0.4,0.16,0.9023148148148148,0.9407407407407408,0.48842592592592593,0.14722222222222223,0.056018518518518516,0.6005,0.7002546296296296,0.620450925925926,0.9142401717123482,0.8973175825037417,0.8338305434939427,0.8539846874950946,0.8868943431447325,-0.6782588311059095,-0.0679480682621138,0.32174116889409055,0.9320519317378861,0.5963810121737986,stable,,32,0.009093259545722,0.0029256759552979,0.1042548900988102,0.0971709717097171,0.0093909196294681,360,640,2026-02-05,product-focus,discover,Start now,Secure & simple,No hidden fees,blue,urgent,8,0.401,48,0,0,0,0,0,1,98584,545349,4959,517,555769,1626,158,0.7790123456790123,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500661,20110,1002,EarnPath,EarnPath Invest,fintech,signup,native,en,assets/creative_500661.png,0.0038251418456543,0.0951459625561941,0.3639468028187593,7.31186198337702,4594078,17573,1672,22142.84,161905.39,0.4745762711864407,0.0847457627118644,0.2542372881355932,0.5423728813559322,0.17962962962962964,0.625,0.4027777777777778,0.8759259259259259,0.3135593220338983,0.5083333333333333,0.3525141242937853,0.855,0.678,0.214,0.106,0.393,0.3898305084745763,0.2033898305084746,0.4576271186440678,0.06779661016949153,0.6949152542372882,0.6217592592592592,0.6513888888888889,0.21481481481481482,0.008333333333333333,0.2912037037037037,0.3457627118644068,0.5951157407407408,0.39563331763967363,0.9511913523075588,0.9157063199872096,0.8515151336291277,0.9297367214508081,0.9163283080150263,-0.7052258919554032,-0.1519309969523065,0.2947741080445968,0.8480690030476935,0.5437568107959904,stable,,44,0.0063783878741125,0.001880183596354,0.0959166566878218,0.0813439434129089,0.0066975438795434,320,320,2026-01-24,fantasy,save smarter,Watch now,Secure & simple,"Fast signup, instant card",white,trustworthy,0,0.451,46,3,0,1,0,0,0,217173,1309265,8351,801,601537,1131,92,0.4861111111111111,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500662,20110,1002,EarnPath,EarnPath Invest,fintech,signup,banner,pt,assets/creative_500662.png,0.0033619555715324,0.0901893152510484,0.3032124709009587,6.6753140313658,7588738,25513,2301,32675.08,218116.42,0.543859649122807,0.49122807017543857,0.6140350877192983,0.7368421052631579,0.08055555555555556,0.5259259259259259,0.2351851851851852,0.8240740740740741,0.593859649122807,0.3947222222222222,0.55403216374269,0.99,0.706,0.318,0.564,0.473,0.9385964912280702,0.45614035087719296,0.7368421052631579,0.8245614035087719,0.9122807017543859,0.9699074074074074,0.6972222222222222,0.44722222222222224,0.4393518518518518,0.4199074074074074,0.5881578947368421,0.6896296296296297,0.6084522417153997,0.9823120523502225,0.9506332063770572,0.8881300341823626,0.955469903906914,0.9495047288928007,-0.7044303147813957,-0.0694486215538846,0.29556968521860427,0.9305513784461154,0.5813114471709843,stable,,49,0.0057724184231007,0.0017061518962659,0.0912584053794428,0.0849206349206349,0.0062963348567366,320,480,2026-01-19,feature-focus,cashback,Shop now,Earn cashback daily,"Fast signup, instant card",black,playful,0,0.461,39,1,2,0,0,0,1,634365,2524765,14574,1330,738504,1260,107,0.3799382716049382,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500663,20110,1002,EarnPath,EarnPath Invest,fintech,signup,interstitial,pt,assets/creative_500663.png,0.0058356762999625,0.0871640115095796,0.5086609561761146,8.174981930764428,2441705,14249,1242,14638.14,119666.53,0.98,0.02,0.74,0.9,0.6657407407407407,0.4703703703703704,0.6759259259259259,0.9259259259259259,0.64,0.6725,0.6465000000000001,0.803,0.872,0.352,0.873,0.226,0.16,0.84,0.84,1.0,0.33,0.44351851851851853,0.9259259259259259,0.5328703703703703,0.8939814814814815,0.08935185185185185,0.4905,0.6456018518518518,0.5215203703703704,0.9119990544318113,0.8960637112389802,0.8174320814655891,0.8819281957756119,0.882869932459238,-0.6801855180485648,-0.1817150778148825,0.31981448195143525,0.8182849221851175,0.5441261800565923,stable,,36,0.0092080861559788,0.0029448793037385,0.0944944944944945,0.0773234200743494,0.0095821421448042,360,640,2026-02-01,combo,save smarter,Learn more,Track every euro,Built for peace of mind,white,excited,5,0.574,69,1,2,0,0,0,0,96178,542458,4995,472,456725,1345,104,0.7558641975308643,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500664,20110,1002,EarnPath,EarnPath Invest,fintech,signup,native,de,assets/creative_500664.png,0.0035616626583725,0.096499870365569,0.34369998481884,6.868481174291663,5414606,19285,1861,26078.7,179121.06,0.288135593220339,0.1016949152542373,0.1864406779661017,0.4067796610169492,0.12962962962962962,0.6425925925925926,0.35462962962962963,0.8379629629629629,0.22966101694915253,0.478287037037037,0.27938622096672944,0.887,0.828,0.254,0.05,0.468,0.4915254237288136,0.576271186440678,0.576271186440678,0.03389830508474576,0.847457627118644,0.7388888888888889,0.8912037037037037,0.30092592592592593,0.0023148148148148147,0.4152777777777778,0.47627118644067795,0.6924074074074074,0.5194984306340238,0.9613809440269911,0.9244152955831355,0.8637942259954775,0.9505356080726242,0.9272005856104305,-0.708462641817831,-0.0989015061669829,0.29153735818216897,0.9010984938330171,0.5658398692250506,stable,,48,0.006214431708881,0.0018117390030106,0.0999596936719064,0.0900735294117647,0.0065801649914987,320,320,2026-01-20,trust,new collection,Book now,Earn cashback daily,No hidden fees,blue,adventurous,0,0.684,18,2,2,0,0,0,0,298918,1596928,9924,992,600528,1088,98,0.4407407407407407,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500665,20110,1002,EarnPath,EarnPath Invest,fintech,signup,banner,pt,assets/creative_500665.png,0.003969395272485,0.0845430191265341,0.3355846604424821,7.477799164342378,4043689,16051,1357,17492.81,130807.72,0.8771929824561403,0.17543859649122806,0.7719298245614035,0.9122807017543859,0.2222222222222222,0.4305555555555556,0.337037037037037,0.8888888888888888,0.6719298245614035,0.4478240740740741,0.6271086744639376,0.856,0.864,0.132,0.367,0.451,0.24561403508771928,0.8245614035087719,0.2543859649122807,0.45614035087719296,0.8947368421052632,0.6268518518518519,0.9222222222222223,0.09861111111111111,0.14074074074074075,0.3912037037037037,0.6267543859649123,0.7384722222222223,0.6490979532163743,0.94327870896906,0.9072195516395051,0.8275833489818133,0.8752362884943047,0.9019379586161219,-0.7419771319227286,-0.0184486962797473,0.2580228680772714,0.9815513037202527,0.583610664116613,stable,,35,0.0068108495638666,0.0017573549385117,0.0872408293460925,0.0856313497822931,0.0069898241609545,320,480,2026-02-02,trust,security,Try for free,Save with confidence,Built for peace of mind,purple,excited,0,0.633,47,1,2,0,0,0,0,173827,920590,6270,547,784133,1378,118,0.482716049382716,testimonial,25-34,Both,CA|BR|DE,2026-01-19,2026-03-08,2695,CPA,APAC,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500666,20111,1003,CloudRoute,CloudRoute Travel,travel,booking,interstitial,en,assets/creative_500666.png,0.0049047588681493,0.0482230628100296,0.2365224949668146,6.673003948593352,9001258,44149,2129,44438.61,296539.02,0.14754098360655737,0.2786885245901639,0.13114754098360656,0.5409836065573771,0.4425925925925926,0.028703703703703703,0.08148148148148149,0.8231481481481482,0.2532786885245901,0.2888425925925926,0.26039146933819063,0.853,0.255,0.042,0.617,0.646,0.6721311475409836,0.03278688524590164,0.10655737704918032,0.36065573770491804,0.819672131147541,0.6175925925925926,0.021296296296296296,0.034722222222222224,0.5310185185185186,0.6685185185185185,0.4799180327868852,0.4896990740740741,0.481874241044323,0.9928964381842439,1.0,0.8792210862671173,1.0,0.9666086687496891,-0.8165898261860972,-0.0109464877619476,0.1834101738139028,0.9890535122380524,0.5459496761047702,stable,,60,0.0102144976144146,0.0018734427828814,0.0490371031303442,0.0485003190810465,0.0119662637003327,360,640,2026-01-08,family,escape,Watch now,Book your next trip,Hotels + flights in one tap,orange,calm,0,0.269,46,0,1,1,1,0,0,428440,2633316,26898,1319,836428,1567,76,0.4490740740740741,destination,25-34,Android,JP|UK|BR|US,2026-01-03,2026-03-08,3310,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500667,20111,1003,CloudRoute,CloudRoute Travel,travel,booking,rewarded_video,en,assets/creative_500667.png,0.0066422899207267,0.049981624402793,0.3319924399922229,7.832390612460514,6964014,46257,2312,41930.05,328412.53,0.3442622950819672,0.03278688524590164,0.13114754098360656,0.5409836065573771,0.8,0.04722222222222222,0.32037037037037036,0.9101851851851852,0.23114754098360657,0.4659722222222223,0.2781124772313297,0.701,0.42,0.29,0.877,0.688,0.04918032786885246,0.09836065573770492,0.639344262295082,0.9426229508196722,0.8852459016393442,0.15324074074074073,0.13472222222222222,0.38425925925925924,0.8981481481481481,0.7189814814814814,0.2754098360655738,0.36516203703703703,0.29336027625986644,0.976985151323483,1.0,0.8886769259077372,1.0,0.9618125495725016,-0.8670064912993862,-0.3766442657265617,0.13299350870061377,0.6233557342734384,0.35365651020838484,fatigued,10.0,60,0.0131774453334674,0.0017525146906083,0.0512530486727227,0.0319488817891373,0.0146331308229205,360,640,2026-01-08,minimalist,late-night,Start now,Last-minute savings,Hotels + flights in one tap,white,trustworthy,10,0.452,75,0,0,0,1,0,0,357271,2146926,28291,1450,714402,1252,40,0.6768518518518518,destination,25-34,Android,JP|UK|BR|US,2026-01-03,2026-03-08,3310,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500668,20111,1003,CloudRoute,CloudRoute Travel,travel,booking,rewarded_video,en,assets/creative_500668.png,0.0062879775435323,0.0533183203073254,0.3352644007513254,8.017528232323912,4802180,30196,1610,28997.79,232490.6,0.16393442622950818,0.11475409836065574,0.18032786885245902,0.6065573770491803,0.7481481481481481,0.10092592592592593,0.3351851851851852,0.9185185185185185,0.2459016393442623,0.47587962962962965,0.2918972374013358,0.783,0.566,0.435,0.531,0.848,0.2786885245901639,0.3114754098360656,0.9672131147540983,0.32786885245901637,1.0,0.37407407407407406,0.4027777777777778,0.7231481481481481,0.38055555555555554,0.8583333333333333,0.269672131147541,0.3846759259259259,0.292672890103218,0.9539383410904119,0.9664207768109553,0.8471828219042602,0.9603064844621744,0.930688477392598,-0.8702821108792188,-0.0414195728990629,0.1297178891207812,0.958580427100937,0.5027060312118513,fatigued,13.0,50,0.0140605880324776,0.0018239097993699,0.0544283104144629,0.0521739130434782,0.0144007767762615,360,640,2026-01-18,wanderlust,limited offer,Order now,Escape this weekend,Hotels + flights in one tap,orange,adventurous,6,0.231,76,1,2,1,0,0,0,135193,739585,10399,566,693565,1265,66,0.6672839506172838,destination,25-34,Android,JP|UK|BR|US,2026-01-03,2026-03-08,3310,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
500669,20111,1003,CloudRoute,CloudRoute Travel,travel,booking,native,en,assets/creative_500669.png,0.0044940053703672,0.0544375095143857,0.2446424601070652,8.831730943541412,7308625,32845,1788,28408.61,250897.2,0.16,0.5,0.18,0.62,0.3416666666666667,0.12222222222222222,0.09351851851851851,0.9388888888888889,0.344,0.31939814814814815,0.3390796296296296,0.873,0.731,0.261,0.712,0.432,0.64,0.82,0.5,0.63,0.4,0.6953703703703704,0.7550925925925925,0.31296296296296294,0.6953703703703704,0.35509259259259257,0.655,0.6971759259259259,0.6634351851851852,0.9799799928333767,0.9742986128661084,0.8592059613280648,0.9505356080726242,0.9468939207271941,-0.8291548954664658,-0.0573100254854804,0.1708451045335342,0.9426899745145196,0.5181752960249777,stable,,48,0.0106997822578843,0.0018280054183343,0.0574204946996466,0.0541297246850209,0.0114614184819754,320,320,2026-01-20,family,discover,Order now,Dream destinations await,Flexible booking options,blue,premium,0,0.551,64,1,1,1,0,0,1,196301,1163762,12452,715,1172316,2143,116,0.4580246913580246,destination,25-34,Android,JP|UK|BR|US,2026-01-03,2026-03-08,3310,CPA,Europe,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format,vertical+objective+format
